sha,author,message
9ac4b52742fc8db7910f7e51dc7ead82bba51856,JoaoFelipe,#18: Adding argument to fallback to InspectProfiler
4f258d6aa3c00e04c6d7afef2dd68ec95642847e,JoaoFelipe,#18: Improving persistence performance by using executemany instead of a lot of separated execute
07ec96b47a478fce2b5970b4d03fc74f9bff7b0c,JoaoFelipe,"#18: Improving performance.
Changes:
- Created a Profiler class to allow extensions
- Removed global variables. Local variables are faster
- Stopped using inspect.getargvalues"
2e1a1d3cf4c6e73cabf1115f5c06aa85202543b9,JoaoFelipe,#26: starting to provide python 3 support. Using generators to improve performance
d7016f8f3b99786c17b98bae335bc2c93e297ce1,JoaoFelipe,#17: using stack to capture function definition provenance. Adding global stack
564157e2f76a7efafa7dae1a82ce8cf5958ce29d,JoaoFelipe,Issue #25: moving the dynamic predicate properties to the export facts
ab883553486e73edcf039091eac2ec3225d639eb,JoaoFelipe,Changing version number to 0.3.1-dev to allow the identification
04aae27f04a316e3620b49e6a3cc838e5fdcac7f,JoaoFelipe,Issue #25: adding dynamic predicate properties
ea6ef1c56c2c5c5640a90e7dd53580fe8ecdd90a,leomurta,Fixing case.
f694cdf54ac8cefcec3bc3ad670a6a36f99c157d,leomurta,Adding João Felipe to the team.
d6a863e287fa4bcaeae44862916ec58dfd6b3ced,leomurta,Adding IPAW publication to the README.
12d3517a279f07182b65128487c47a196451d932,leomurta,adding IPAW paper
087bd9cb7a2b5d9ed6c5687d45ee78ef56f2e94e,JoaoFelipe,#16: Fix argument overlap bug
c2ea6cec1a53fcc81fa0c7742d38e5135dbf41c2,JoaoFelipe,#14: fix environment provenance
6fbb5649b7a13c38578fbc0abd0545151c94a5b0,braganholo,"Update README.md

Adding ack."
ec03e4fee92159a547317db82af28e99220a007b,braganholo,Fixing some remaining of the same bug.
d299297623cd95275834d60e825f73da5880248f,braganholo,fixing a bug in the exported prolog rules
e69c3e2156c5ce783568cf790de46780bccc6a68,leomurta,changing --depth-threshold argument to --depth.
104c2edc7605bba0f751fe3d372cdbd058772531,leomurta,Fixing key collision in cache (map) when building the graph.
db0dbbb59fc7c7135fafaf5fd1613e1fb27d6c45,leomurta,Informing the default value.
af2e8f6d67347ffe7186a9f93f79181754a25ed7,leomurta,Adding support for defining depth and context to apply depth (all functions or non-user functions only).
ba5fd9f4121de2ae2e38556ffb826b8e56a5f23e,leomurta,Removing unused library.
8251e539da97179936dbb475ed233ea35d80d481,leomurta,Making eclipse setup more generic.
4a6764d709757bff79639739531c9f1a6f8d5780,leomurta,fixing the setup file.
18354c8ebbc578095b6568cd53452c27214b0005,braganholo,Creating indexes for foreign keys
588d1890dc4e58ce7ab2068f1e482976fad51b3b,leomurta,"Merge pull request #15 from benmarwick/patch-1

fix minor typo"
4481a4b84d15e32b5a0341f1f14fc060a2c3d011,benmarwick,"fix minor typo

Just saw you mention this at UW, looks interesting!"
50827e2a937ee6a4fc304c9e6b7acb78ec90576e,braganholo,Update README.md
2bd471364ceeb28044b7c8b1eba9439d7afe56e6,braganholo,Update README.md
bbcb924416185305e1a9c312ccc2ac6605e8ee22,braganholo,Update README.md
9d8884477f5b78ed4f739ea4cda5d7d32deb7b7d,leomurta,We are not using snakefood anymore.
2e7b77fc12d509c4ffb17e1ae287015f31e7fff2,braganholo,Removing prototype directory.
a0b23bbeada387cec1f3c9f0a8204c6b5522fa0f,braganholo,Changes on the example
7c897ca93de5c181744db3f4dca206673bb534d1,leomurta,Refactoring command file names and adjusting imports.
b4aa96a1244f5004061c4ec9a6cbfc1fd6fecd3c,leomurta,"Refactoring prospective and retrospective provenance into definition, deployment, and execution provenance."
f914e3f593daa701390ec63f657f0718c2ba1fd4,leomurta,"Adding export to Prolog, with inference rules."
d5d00227d27732d39a717735ddcfd8f350e90907,leomurta,Removing debug info.
0a2317ea39b5a9d25a8194942ef76535a45da466,leomurta,Diffing environment attributes.
088afe08cb4035e61a17461c61967b1dc8416cc2,leomurta,Diffing modules of two trials.
38e5a31fa32dd1d0e62957d3bb8c56b4e500ea28,leomurta,Merge branch 'master' of /Volumes/leomurta/noworkflow/code
88d4753c30842dc6f93201d1dc523cfaef5ad341,leomurta,Refactoring FUNCTION to FUNCTION_CALL.
3457a6d4a66e7e60b1ebac5c2233bbe070eb2756,leomurta,Renaming function call to function activation.
c33ed1e61e14ec912cf298af592293df554fa13e,braganholo,Changes on line numbers of the example script. Now it corresponds exactly to the example we are using in the paper.
32387b4ade8790cfb366407c14971128b121a32b,leomurta,Normalizing modules capture.
41e2fad39b434d0aa1e3c107d7b6975bec2b3ea2,leomurta,Sequence edges in grey.
9f4d93f5bb0635d0774b9973a614ffbaa605e203,leomurta,Showing tooltip with duration in nanoseconds.
ec6747d651f2b733393d16736b1b332f84622350,leomurta,Fixing the traffic light scale.
1085d803f7991a206dd5d5b1a48e3ff620b12f7e,leomurta,Fixing the way date is read from the database.
1a6d1b0b10624c614b18b3d4a8733f15e0d3e804,leomurta,Adding edge stroke and coloring vertex according to the execution duration.
5ceb074330dc2777bb42909e7b2ae69b73d6e336,braganholo,Ignoring output.png.
2afad307343c1a1642eb27a587902b67abf431b4,leomurta,Refactoring GraphFrame to be independent from NetBeans.
dc5fda728c9b2f7becd5c579fc80269f344d2e36,leomurta,Using script path in the argument.
780917c177102831684c73685b0e3c820ea92083,braganholo,First version of the visualization graph
65a4eaaaa354856a23c7d64d4f55ac72423c4770,braganholo,Attempt to combine force and package layout
bf620b6ba5f7d3335f8901b39cfdad579bd10c96,leomurta,Reading SQLite and populating Java models to visualize with JUNG
bf80225249e1c1d0aaba8862f2fc61e50af0d968,leomurta,reorganizing capture scripts to accomodate visualization infrastructure
c8c780125f6a4af5ecac53886bfc80edb952a372,leomurta,"showing file access. Finished the refactoring. Now run, list, and show commansd are working properly. The export command is still pending."
6ad1cd702ce6e8c1390fa1917a9b4191a7bc1870,leomurta,accepting arguments for the script that will be executed and registering such arguments in the provenance store
60cff78bc2374d7a04d0ad8ee86d4bc5bcb8c8c0,leomurta,Merge branch 'master' of https://github.com/gems-uff/noworkflow
3612b32c73f220cf7ee446656ce83fbcf6b2de80,leomurta,registers global values
a73d49019c26acd2a19abbbd439331a20f54aef7,braganholo,Change on the weather example
39ad814f427d5d13958e4e281fe43f97a9c03b68,braganholo,Tests for trying to group function calls
02ab5c07116176473869ff106cfb67c40f26cde9,leomurta,showing function calls
18663bde1bcbd1bfc5dd5ebf2682448071f2e2d7,leomurta,showing environment attributes
5a4fb897fcd2b8bdb16ae72640793eb13f396dd2,leomurta,showing function defs
d08ca8b95a88bbffd1417e53228c766ccba7870a,leomurta,showing modules
08a2cbc2a32274488072619dffea04a13e8f24a8,leomurta,adding a resources directory
43623513e058a60b395999deeaf666b1211ac4f1,leomurta,restructuring resources to tests
35429efd5e0dfb89801c45b27c2859a54e7b9267,leomurta,restructuring tests to prototypes
ff7b77efdfb1a829a3cab34aa764014723719378,leomurta,adding list command and using named access to query columns
6cdcf2deaff22e54213e2be2f702d0027aa25a35,leomurta,"refactoring in progress to add subcommands run, show, and export. Run is working properly. Show is under way. Should add list subcomand to show all trials"
d437cfec51d1dc6aba2babba0faa1de8eadd61fe,leomurta,Merge branch 'master' of https://github.com/gems-uff/noworkflow
7b18b30ae34024557b50ff04a2a284242fee6406,leomurta,registering argument values for python functions
8c50a3e2e8388b929fcb737d022d91f7bab48233,braganholo,More d3 examples using our function calls
bfe98eba2a6759f74dea84b496669419ddd7ea50,braganholo,"Examples of chapter 9 of the book, with transitions and updates

(very nice feature!)"
595a3dde41a4bb1c5ef0975d7252eca2cd932b70,braganholo,More tutorial examples of D3
6aa85b981de8adc9f2bd38ae6de80ed1d628cfad,leomurta,Merge branch 'master' of https://github.com/gems-uff/noworkflow
56016ce289eed57cb65960adf47abf25b6962135,leomurta,Hint on how to capture arguments and globals
454123dbb983b8d6a8df9a0207f44fe66a6ed219,braganholo,"D3 tutorial examples

Including svg examples."
1aac03c17ec12b98cbc1e4de8b616a463e826725,braganholo,Initial d3 tests
63531890001a85c83c02bd633f2d788a04bd24a5,leomurta,Fixing the column callee_id to caller_id
0d0e5c051c0e04f3f966028c17f2ec06e2c2a982,leomurta,printing function calls and file accesses
f8ae981067d31d5adc09778f4d6d768c77c77f27,leomurta,finished the storing support for retrospective data
f92ac6711c03421452a89c0b21ff14db63991443,leomurta,Fixed the exception when a file is being written for the first time.
20c413babb4e990543a3f5eaf0c7f6c094e84a48,leomurta,Storing all prospective data in the SQLite Database. We are replicating information for each run.
872f8a843f1dbb6c021ddb2169f973b6da41f641,braganholo,Changes to the SQL script
7c552ddecfed8b05241c4805f8ce3291841ea8a6,leomurta,Adding RDBMS persistence
27ae3ffbd7a0460820efe1cdd0a957cd92dcda05,leomurta,Merge branch 'master' of https://github.com/gems-uff/noworkflow
e4ac2e9a2553bad1d7481512db7cde7ad1beaa99,leomurta,using a stack for tracing calls and capturing file acess
de318584cbbf51e6e1e09cb89be3066aacd503a9,braganholo,Added SQL script
355474ac591d0e6ee33c8e5482a1136b968b203a,leomurta,Using settrace to capture calls
9a46207904096dc66ed2a7895e2efcefe25bf7cc,braganholo,Changed variable names to comprise with Python guidelines
f4e61300bcccdd5cdc1fce991b235375f3510145,leomurta,Merge branch 'master' of https://github.com/gems-uff/noworkflow
b1b585a9d8ddf734968c52e60ad2f8ab1e23bf81,leomurta,Collecting function hash and some function calls from AST.
2f18bedd7bc3c416c95706fcc022dde15382cf96,braganholo,Saves simulation result into a file
6965d56ccaf67106184aff9d2fcee7110d635e91,leomurta,"Restructuring the project to differentiate test scripts (used to test
ideas) from resource scripts (used as input data)."
7c809fa35dd54a47b387b3cc564975744bf0d0d4,leomurta,"Collecting functions, arguments and globals."
1a125c6b4a44ffaf74c703a2fbde9d5627ea4b10,braganholo,"Merge branch 'master' of https://github.com/gems-uff/noworkflow

Conflicts:
	test/weather/simulation_for_paper.py"
bed64a98cb3414dcc7085d8eb7901dbbac5b05b3,braganholo,Applied pep8
84c5e4df832b30a0d3cbd14453105823a9cdc4ee,leomurta,Collecting environment information and showing to the user.
b104aa61eac66fbc4928ac30b00532e771951082,braganholo,Refactor of db-sample to obey Python naming conventions
16ea0e376bec5e4ad26976ffde4179de23393cb6,leomurta,Merge branch 'master' of https://github.com/gems-uff/noworkflow.git
a5edf3b3010c5de7f4c0649732765cd7560eb94d,leomurta,"Module dependency extraction working. We opted to use modulefinder in
place of snakefood as it is a standard library module."
f9435075e1d28d73826eaa03782f1fdaaf508449,braganholo,Fixed error in the sample DB application
ee45227d76c355d5de3dbcf0c54d53a9624142e6,leomurta,"Adding some profile examples and coding some initial file system store,
together with running output in verbose mode."
86d893dd2aebcda5627a401b7be0a48ce4440479,leomurta,Almost finished the use of setuptools and argparser
522f4b4579df56c8fcc4ab6350812837bc477d7c,leomurta,Collecting more metatada information.
ab8d1b780fb2c0e17b53e28e460d3df5c750d0e1,braganholo,"Changed name of input file, created simulation script for paper"
e7a00734ed69d581498e1476a007a4d6bef6aaa0,braganholo,"Moved weather example to \test, created sqlite3 example

The insert statement of the example is not working… (to be fixed)"
7662fd4b7f27da6c8a95c9a7659c40abe9bf7688,braganholo,Refinements to run simulation faster
f8b9a7be07e1013e37788aab80e16c25b57d8e47,leomurta,"Adding module dependency analysis using snakefood and metadata
gathering."
c3e1ada9f6e938eec1651bda7a96afab7d404555,leomurta,Some tests using inspect to get code information.
3f9cb4ba7efa9fd45b42b1b16be01f5dc85150d1,leomurta,"Some progress on using AST for collecting prospective provenance. We
still need to bridge to code using inspect."
0168ef56e561a334b8a6faa5b1310af7c57ae508,leomurta,Adding specification of how prospective provenance can be stored.
1fe5a381f4719a7b72d02ac143366171a4a33a12,leomurta,Adding supporting info doc.
dd86c487e1f06743160022ed0e0797d15811e62a,leomurta,Change the order of checking the version of a module.
5e66305ae001bf016ccc8696bcb7a6964667e501,leomurta,"Changing the way to get hash from a module and adding another example
(modulefinder)"
63dcb81b97c2cd51f74afb0ebb3b93907c98fd29,leomurta,Some initial explorations regarding extracting byte code and recurring over function calls.
48add13a252927422b86f7173fa91d2cd4440367,braganholo,Result generation complete
5a13ee45189ba2daa6dd463a3f2033baaff7e859,leomurta,Merge branch 'master' of https://github.com/gems-uff/noworkflow
4a0e72f98ebb25a925987552431e0d9c5d109d78,leomurta,Using Canopy.
9aeed2578ec5a74904added7399be9dafafd6486,braganholo,"Generate result of the simulation

still to be printed correctly"
e57ee869333db67e92462a82af219e5104313199,leomurta,Adding some TODOs.
d7feef741a994f3b73c6844a910af9ca78e5115f,braganholo,"Added prints to trace execution, and included input data"
eb1e8704b42c05745761cedb67584122ad3c98da,leomurta,Adding initial support for detecting file reading.
1a896a3be5708a2d8076202735eee2e310ce2447,braganholo,"Example script

Translation from the VisTrails workflow weather-persistent.vt to a
python script -- results display still to be done"
7365d3734b97df6c44b0ee8be0aadebd9d2a482f,leomurta,Keeping the name in lower case and together
e1e67f40a29da57518db1f458668984c3e1f9e8d,leomurta,Adding some prototype scripts
920015701f79b1217ed3e76088d83039dc20553c,leomurta,Adding initial files.
ac9f406bb0af84fbde651bea99552c090e48299a,leomurta,Initial commit
