author,total,Start of the Week,Deletions,Additions,Commits
leomurta,80,2016-01-30 22:00:00,0,9,1
leomurta,80,2016-02-06 22:00:00,0,13,1
leomurta,80,2016-02-13 22:00:00,0,0,0
leomurta,80,2016-02-20 22:00:00,0,0,0
leomurta,80,2016-02-27 21:00:00,0,0,0
leomurta,80,2016-03-05 21:00:00,0,0,0
leomurta,80,2016-03-12 21:00:00,0,0,0
leomurta,80,2016-03-19 21:00:00,0,0,0
leomurta,80,2016-03-26 21:00:00,0,0,0
JoaoFelipe,253,2013-08-31 21:00:00,0,0,0
JoaoFelipe,253,2013-09-07 21:00:00,0,0,0
JoaoFelipe,253,2013-09-14 21:00:00,0,0,0
JoaoFelipe,253,2013-09-21 21:00:00,0,0,0
JoaoFelipe,253,2013-09-28 21:00:00,0,0,0
JoaoFelipe,253,2013-10-05 21:00:00,0,0,0
JoaoFelipe,253,2013-10-12 21:00:00,0,0,0
JoaoFelipe,253,2013-10-19 21:00:00,0,0,0
JoaoFelipe,253,2013-10-26 22:00:00,0,0,0
JoaoFelipe,253,2013-11-02 22:00:00,0,0,0
JoaoFelipe,253,2013-11-09 22:00:00,0,0,0
JoaoFelipe,253,2013-11-16 22:00:00,0,0,0
JoaoFelipe,253,2013-11-23 22:00:00,0,0,0
JoaoFelipe,253,2013-11-30 22:00:00,0,0,0
JoaoFelipe,253,2013-12-07 22:00:00,0,0,0
JoaoFelipe,253,2013-12-14 22:00:00,0,0,0
JoaoFelipe,253,2013-12-21 22:00:00,0,0,0
JoaoFelipe,253,2013-12-28 22:00:00,0,0,0
JoaoFelipe,253,2014-01-04 22:00:00,0,0,0
JoaoFelipe,253,2014-01-11 22:00:00,0,0,0
JoaoFelipe,253,2014-01-18 22:00:00,0,0,0
JoaoFelipe,253,2014-01-25 22:00:00,0,0,0
JoaoFelipe,253,2014-02-01 22:00:00,0,0,0
JoaoFelipe,253,2014-02-08 22:00:00,0,0,0
JoaoFelipe,253,2014-02-15 22:00:00,0,0,0
JoaoFelipe,253,2014-02-22 21:00:00,0,0,0
JoaoFelipe,253,2014-03-01 21:00:00,0,0,0
JoaoFelipe,253,2014-03-08 21:00:00,0,0,0
JoaoFelipe,253,2014-03-15 21:00:00,0,0,0
JoaoFelipe,253,2014-03-22 21:00:00,0,0,0
JoaoFelipe,253,2014-03-29 21:00:00,0,0,0
JoaoFelipe,253,2014-04-05 21:00:00,0,0,0
JoaoFelipe,253,2014-04-12 21:00:00,0,0,0
JoaoFelipe,253,2014-04-19 21:00:00,0,0,0
JoaoFelipe,253,2014-04-26 21:00:00,0,0,0
JoaoFelipe,253,2014-05-03 21:00:00,0,0,0
JoaoFelipe,253,2014-05-10 21:00:00,0,0,0
JoaoFelipe,253,2014-05-17 21:00:00,0,0,0
JoaoFelipe,253,2014-05-24 21:00:00,0,0,0
JoaoFelipe,253,2014-05-31 21:00:00,0,0,0
JoaoFelipe,253,2014-06-07 21:00:00,0,0,0
JoaoFelipe,253,2014-06-14 21:00:00,0,0,0
JoaoFelipe,253,2014-06-21 21:00:00,0,0,0
JoaoFelipe,253,2014-06-28 21:00:00,8,14,2
JoaoFelipe,253,2014-07-05 21:00:00,0,0,0
JoaoFelipe,253,2014-07-12 21:00:00,0,0,0
JoaoFelipe,253,2014-07-19 21:00:00,0,0,0
JoaoFelipe,253,2014-07-26 21:00:00,0,0,0
JoaoFelipe,253,2014-08-02 21:00:00,0,0,0
JoaoFelipe,253,2014-08-09 21:00:00,0,0,0
JoaoFelipe,253,2014-08-16 21:00:00,0,0,0
JoaoFelipe,253,2014-08-23 21:00:00,275,459,8
JoaoFelipe,253,2014-08-30 21:00:00,1191,12285,9
JoaoFelipe,253,2014-09-06 21:00:00,73,770,3
JoaoFelipe,253,2014-09-13 21:00:00,27,397,3
JoaoFelipe,253,2014-09-20 21:00:00,23,140,1
JoaoFelipe,253,2014-09-27 21:00:00,1555,2446,18
JoaoFelipe,253,2014-10-04 21:00:00,420,968,4
JoaoFelipe,253,2014-10-11 21:00:00,2088,2137,1
JoaoFelipe,253,2014-10-18 21:00:00,0,0,0
JoaoFelipe,253,2014-10-25 22:00:00,197,482,8
JoaoFelipe,253,2014-11-01 22:00:00,2,28,2
JoaoFelipe,253,2014-11-08 22:00:00,12470,12838,6
JoaoFelipe,253,2014-11-15 22:00:00,1756,2876,8
JoaoFelipe,253,2014-11-22 22:00:00,666,1125,1
JoaoFelipe,253,2014-11-29 22:00:00,6,36,1
JoaoFelipe,253,2014-12-06 22:00:00,0,0,0
JoaoFelipe,253,2014-12-13 22:00:00,0,0,0
JoaoFelipe,253,2014-12-20 22:00:00,0,0,0
JoaoFelipe,253,2014-12-27 22:00:00,0,0,0
JoaoFelipe,253,2015-01-03 22:00:00,0,0,0
JoaoFelipe,253,2015-01-10 22:00:00,0,0,0
JoaoFelipe,253,2015-01-17 22:00:00,1215,5042,3
JoaoFelipe,253,2015-01-24 22:00:00,0,0,0
JoaoFelipe,253,2015-01-31 22:00:00,313,767,10
JoaoFelipe,253,2015-02-07 22:00:00,0,0,0
JoaoFelipe,253,2015-02-14 22:00:00,0,0,0
JoaoFelipe,253,2015-02-21 22:00:00,150,305,2
JoaoFelipe,253,2015-02-28 21:00:00,0,0,0
JoaoFelipe,253,2015-03-07 21:00:00,0,0,0
JoaoFelipe,253,2015-03-14 21:00:00,145,159,2
JoaoFelipe,253,2015-03-21 21:00:00,142,468,4
JoaoFelipe,253,2015-03-28 21:00:00,0,0,0
JoaoFelipe,253,2015-04-04 21:00:00,1698,9882,7
JoaoFelipe,253,2015-04-11 21:00:00,999,1294,3
JoaoFelipe,253,2015-04-18 21:00:00,0,0,0
JoaoFelipe,253,2015-04-25 21:00:00,0,0,0
JoaoFelipe,253,2015-05-02 21:00:00,34,68,2
JoaoFelipe,253,2015-05-09 21:00:00,5,5,1
JoaoFelipe,253,2015-05-16 21:00:00,6,41,1
JoaoFelipe,253,2015-05-23 21:00:00,834,1232,6
JoaoFelipe,253,2015-05-30 21:00:00,370,735,4
JoaoFelipe,253,2015-06-06 21:00:00,57,177,1
JoaoFelipe,253,2015-06-13 21:00:00,0,0,0
JoaoFelipe,253,2015-06-20 21:00:00,0,0,0
JoaoFelipe,253,2015-06-27 21:00:00,50,113,4
JoaoFelipe,253,2015-07-04 21:00:00,36,38460,2
JoaoFelipe,253,2015-07-11 21:00:00,0,0,0
JoaoFelipe,253,2015-07-18 21:00:00,0,0,0
JoaoFelipe,253,2015-07-25 21:00:00,0,0,0
JoaoFelipe,253,2015-08-01 21:00:00,0,0,0
JoaoFelipe,253,2015-08-08 21:00:00,474,214,3
JoaoFelipe,253,2015-08-15 21:00:00,123,161,3
JoaoFelipe,253,2015-08-22 21:00:00,0,0,0
JoaoFelipe,253,2015-08-29 21:00:00,0,0,0
JoaoFelipe,253,2015-09-05 21:00:00,0,0,0
JoaoFelipe,253,2015-09-12 21:00:00,0,0,0
JoaoFelipe,253,2015-09-19 21:00:00,0,0,0
JoaoFelipe,253,2015-09-26 21:00:00,0,0,0
JoaoFelipe,253,2015-10-03 21:00:00,0,0,0
JoaoFelipe,253,2015-10-10 21:00:00,0,0,0
JoaoFelipe,253,2015-10-17 21:00:00,0,0,0
JoaoFelipe,253,2015-10-24 22:00:00,1487,2280,11
JoaoFelipe,253,2015-10-31 22:00:00,1362,2811,3
JoaoFelipe,253,2015-11-07 22:00:00,88,198,4
JoaoFelipe,253,2015-11-14 22:00:00,105,233,5
JoaoFelipe,253,2015-11-21 22:00:00,0,0,0
JoaoFelipe,253,2015-11-28 22:00:00,0,0,0
JoaoFelipe,253,2015-12-05 22:00:00,0,0,0
JoaoFelipe,253,2015-12-12 22:00:00,0,0,0
JoaoFelipe,253,2015-12-19 22:00:00,0,0,0
JoaoFelipe,253,2015-12-26 22:00:00,0,0,0
JoaoFelipe,253,2016-01-02 22:00:00,0,0,0
JoaoFelipe,253,2016-01-09 22:00:00,1657,9934,19
JoaoFelipe,253,2016-01-16 22:00:00,1599,1922,5
JoaoFelipe,253,2016-01-23 22:00:00,10379,10875,5
JoaoFelipe,253,2016-01-30 22:00:00,11656,4280,16
JoaoFelipe,253,2016-02-06 22:00:00,252,1371,6
JoaoFelipe,253,2016-02-13 22:00:00,0,0,0
JoaoFelipe,253,2016-02-20 22:00:00,803,1759,16
JoaoFelipe,253,2016-02-27 21:00:00,289,9044,12
JoaoFelipe,253,2016-03-05 21:00:00,16,42,4
JoaoFelipe,253,2016-03-12 21:00:00,48,175,7
JoaoFelipe,253,2016-03-19 21:00:00,146,782,7
JoaoFelipe,253,2016-03-26 21:00:00,0,0,0
